customer_id,company_name,industry,employee_count,plan_tier,mrr_usd,signup_date,last_login_days_ago,features_used_30d,support_tickets_90d,csm_assigned
c_64159,Core Technologies,e-commerce,47,enterprise,499,2023-09-04,12,2,2,Priya M.
c_87360,Ardent Co,Healthcare,446,professional,1286,2024-10-01,6,5,3,Sarah K.
c_72371,Bright Consulting,Logistics & 3PL,141,starter plan,280,2024-03-02,23,2,2,Sarah K.
c_38933,Helix Systems,tech / software,65,starter,352,2024-07-04,21,3,0,
c_19049,Peak Systems,D2C ecommerce,369,starter plan,183,2024-06-13,2,12,0,Mei L.
c_11133,Ultra Labs,enterprise software,1503,Pro ,1249,2022-12-13,3,15,0,Kevin H.
c_99213,Pulse Consulting,Tech,1044,Starter,352,2024-10-14,40,1,1,Kevin H.
c_67207,Harbor Works,freight logistics,292,BUSINESS,3037,2023-09-04,60,0,0,Priya M.
c_97469,Bright Dynamics,Retail / Ecommerce,28,enterprise,2247,2025-02-03,17,3,1,James T.
c_69444,Ridge Ventures,Software,12,Pro,960,2024-01-09,37,7,2,Sophia B.
c_11832,Cascade Works,Software,212,PRO,847,2023-09-11,3,16,2,Kevin H.
c_66032,Vista Co,3PL,136,STARTER,352,2024-04-22,4,8,2,
c_79591,Atlas Advisors,manufacturing,1336,Starter ,316,2025-04-29,53,2,0,Mei L.
c_34388,Vault LLC,supply chain logistics,914,pro,1054,2024-06-04,25,3,5,James T.
c_85095,Ultra Systems,software,6844,Starter ,292,2023-10-20,60,2,0,
c_35737,Acme Dynamics,manufacturing,1061,Business,2237,2024-04-29,11,11,0,Sophia B.
c_87789,Nexus Group,logistics / 3pl,,STARTER,378,2024-05-06,2,10,2,James T.
c_62338,Zeal Ventures,Technology,162,Starter ,422,2025-02-07,41,1,2,
c_96928,Wave Advisors,banking & finance,970,Business ,2020,2024-06-21,7,11,0,David C.
c_52308,Harbor Systems,FINANCE,21,pro,1561,2024-11-29,43,6,7,Sarah K.
c_52625,First Ventures,online retail,33,PRO,740,2024-08-09,34,10,0,Sarah K.
c_77775,Atlas Works,tech / software,148,Starter ,290,2024-08-10,29,1,2,
c_12997,Apex Systems,Tech,,Starter,218,2024-09-05,10,3,0,Carlos R.
c_97287,Apex Services,LOGISTICS,90,Business ,2684,2024-07-11,32,6,2,Rachel S.
c_65670,Valor Labs,financial services,137,STARTER,453,2024-08-14,6,7,2,Sophia B.
c_38212,Vista Advisors,media,,professional,500,2023-06-27,75,6,7,Anna P.
c_30266,Cascade LLC,D2C ecommerce,194,starter plan,228,2024-07-28,28,2,0,
c_87844,Edge Services,enterprise software,454,Starter ,268,2024-01-25,9,2,0,James T.
c_40931,Wave LLC,3pl / warehousing,,pro,857,2024-04-14,56,6,0,Carlos R.
c_35323,Vector Works,energy,48,BUSINESS,2443,2023-04-04,16,8,1,Tom W.
c_22509,Zenith Advisors,legal services,103,starter plan,338,2024-06-12,54,4,1,Tom W.
c_54441,Slate Technologies,food & beverage,,Business,2327,2023-04-02,10,4,3,Mei L.
c_85899,Stratum Works,pharma,1768,Business,2918,2023-01-26,13,8,2,James T.
c_21649,Apex Dynamics,ecommerce,121,STARTER,224,2024-09-24,26,3,1,
c_70454,Ardent LLC,FINANCE,401,Pro,721,2023-12-06,51,6,0,Anna P.
c_27893,Ardent Systems,manufacturing,,Starter,303,2023-11-24,12,1,0,James T.
c_16148,Prime Solutions,online retail,4404,Starter,236,2024-07-02,0,8,2,
c_75632,Pulse Labs,Technology,31,Pro,930,2024-07-15,42,1,1,Carlos R.
c_77599,Edge Partners,logistics/transportation,475,Starter,247,2023-10-31,22,6,0,Kevin H.
c_17316,Echo Group,financial tech,23,Starter,213,2024-11-12,6,7,0,Tom W.
c_99347,Trek Systems,financial services,,professional,854,2025-02-04,38,1,0,Kevin H.
c_56844,Acme Corp,online retail,161,Pro ,1113,2024-08-27,13,7,1,Sarah K.
c_86808,Pulse Technologies,financial tech,294,Starter,380,2025-03-12,37,3,0,
c_86695,Solar Partners,software,193,STARTER,207,2023-11-23,49,0,2,Kevin H.
c_16278,River Systems,tech / software,92,Pro,454,2024-11-16,2,6,3,Anna P.
c_76427,Slate Advisors,media,5460,Business ,2351,2024-07-19,59,3,7,Mei L.
c_69118,River Inc,Tech,45,Starter ,297,2023-10-28,7,9,2,
c_80749,Vector Systems,retail & ecommerce,431,Starter,317,2024-08-03,10,3,1,
c_94947,Topo Ventures,enterprise software,6151,starter plan,269,2023-10-07,54,1,0,Rachel S.
c_10121,Jade Corp,real estate,5630,Pro ,1188,2025-04-05,65,5,3,Priya M.
c_25660,Solar Group,enterprise software,5201,Starter ,337,2024-09-15,56,9,0,
c_68883,Vector Ventures,software development,114,PRO,1149,2024-01-05,49,7,2,Priya M.
c_51464,Lumen Consulting,education,225,Starter,290,2024-03-22,31,9,0,Sophia B.
c_84285,Echo LLC,Retail,,starter,214,2024-03-08,60,2,0,
c_23363,Peak Dynamics,media,14,Pro ,653,2023-05-30,13,8,6,David C.
c_31634,Ridge Technologies,B2B Software,2910,professional,1153,2024-05-21,50,5,0,Sophia B.
c_21033,Stone Co,D2C ecommerce,44,starter,310,2023-12-26,10,2,1,
c_86088,Atlas LLC,Technology,494,STARTER,258,2024-10-26,1,11,1,Anna P.
c_57045,Ridge Systems,freight logistics,,starter,234,2024-04-29,33,0,0,
c_90139,Swift Technologies,non-profit,,enterprise,499,2022-12-18,26,10,6,James T.
c_98669,Ridge Advisors,wealth management,6,STARTER,111,2023-11-11,1,10,0,Sarah K.
c_96558,Solar Advisors,food & beverage,21,professional,1019,2023-11-01,27,10,2,Priya M.
c_94074,Solar Works,Finance,2726,starter plan,260,2025-03-26,9,1,0,
c_91039,River Services,HR tech,173,PRO,642,2024-02-27,17,6,3,Carlos R.
c_61381,Vault Works,online retail,53,Starter,283,2024-12-04,26,11,1,James T.
c_59060,Wave Inc,health tech,287,starter,357,2023-10-31,11,1,0,Kevin H.
c_95895,Forge LLC,SaaS,439,PRO,499,2024-04-29,37,5,6,Sarah K.
c_82461,Titan Technologies,banking & finance,,Business,1844,2024-04-25,3,8,2,Priya M.
c_12700,Jade Partners,media,1245,professional,828,2024-08-16,0,6,0,Sophia B.
c_17200,Union Solutions,LOGISTICS,123,enterprise,1412,2023-05-21,17,3,0,Sarah K.
c_55318,River Technologies,Software,34,professional,906,2024-09-13,56,0,0,Kevin H.
c_85135,Peak Consulting,food & beverage,766,Starter ,340,2024-02-24,20,3,0,
c_57624,Vista LLC,banking & finance,,Pro ,600,2025-01-15,27,9,2,David C.
c_79216,Verde Partners,manufacturing,23,Pro ,924,2023-07-28,13,2,2,Mei L.
c_49756,Ridge Inc,retail,55,Starter,273,2023-11-18,3,9,1,
c_96572,Maple Co,financial tech,,Starter,286,2024-08-03,41,2,0,James T.
c_56263,Vector Partners,Technology,251,starter,281,2024-12-19,58,0,1,
c_23805,Bright Services,FINANCE,129,PRO,802,2023-08-01,47,4,5,Sarah K.
c_38325,Jade Works,real estate,437,PRO,499,2023-08-06,38,1,1,Kevin H.
c_55822,Zeal Advisors,Logistics & 3PL,229,pro,1268,2023-10-02,65,1,7,Kevin H.
c_11924,Kinetic Labs,financial tech,924,Pro ,1196,2024-01-27,74,2,7,Tom W.
c_70330,Cascade Dynamics,food & beverage,1350,Pro,1006,2024-01-11,32,1,6,Sophia B.
c_53435,Wave Group,enterprise software,,starter,336,2024-09-25,38,0,0,
c_95374,Jade Dynamics,3pl / warehousing,1404,STARTER,259,2023-11-07,35,3,2,
c_46384,Orbit Systems,software development,150,Pro ,940,2025-03-03,42,10,2,Sophia B.
c_21841,Blue Advisors,HR tech,116,Pro,887,2024-09-06,25,1,0,Kevin H.
c_16496,Pulse Partners,banking & finance,1327,Pro ,499,2024-03-07,20,0,0,James T.
c_97332,Harbor Group,3PL,362,STARTER,244,2024-02-16,11,2,1,Kevin H.
c_30665,First Dynamics,health tech,146,Pro ,473,2023-09-26,20,3,0,Tom W.
c_26282,Swift Ventures,non-profit,47,Starter,117,2024-07-22,0,9,0,
c_51166,Quorum Corp,3pl / warehousing,1485,PRO,861,2024-06-30,64,5,5,David C.
c_91962,Global Advisors,tech / software,30,pro,1055,2024-05-11,60,1,6,Priya M.
c_71668,Wave Solutions,Tech,227,starter plan,359,2024-09-27,30,4,1,Tom W.
c_21665,Terra Corp,Software,61,Starter ,244,2023-11-04,5,8,1,
c_98073,River Advisors,Logistics & 3PL,320,professional,499,2023-09-16,36,6,1,Carlos R.
c_83238,Kinetic Ventures,Technology,103,starter plan,331,2025-05-04,60,10,1,Kevin H.
c_59459,Verde Technologies,Tech,72,starter,198,2024-03-11,50,8,1,Sarah K.
c_48408,Cascade Advisors,health tech,125,Starter ,337,2024-11-30,4,11,2,Kevin H.
c_99355,Echo Technologies,fintech,361,STARTER,381,2024-02-13,43,12,1,
c_42146,Global Partners,manufacturing,144,BUSINESS,2211,2024-08-24,15,4,3,James T.
c_46109,Trek Labs,freight logistics,27,starter plan,385,2025-01-04,2,7,2,
c_96633,Kinetic Inc,logistics / 3pl,372,pro,1179,2023-09-13,7,0,1,Priya M.
c_35019,Trek Works,logistics / 3pl,155,Pro,816,2023-07-29,1,0,3,Rachel S.
c_69874,Wave Co,software,180,starter,310,2024-04-30,15,1,0,Sarah K.
c_91439,Bright Ventures,Software,49,enterprise,499,2024-08-25,37,3,4,Anna P.
c_21066,Titan Services,B2B Software,185,Business,1800,2024-04-27,27,7,2,Carlos R.
c_35951,Rally Ventures,RETAIL,6865,Starter ,185,2023-11-16,1,2,2,Anna P.
c_25015,Edge Corp,banking & finance,22,pro,499,2023-11-17,52,8,5,Sarah K.
c_59587,Stone Corp,SaaS,1627,PRO,1000,2023-07-07,2,13,1,Priya M.
c_27783,Swift LLC,real estate,361,professional,851,2023-12-08,0,6,1,Mei L.
c_14851,Summit Services,Software,61,professional,499,2023-12-28,30,8,0,Carlos R.
c_85367,Apex LLC,enterprise software,109,Pro,952,2025-01-01,44,2,1,Tom W.
c_29006,Zeal LLC,Logistics & 3PL,32,Pro ,771,2024-09-13,10,2,0,Tom W.
c_27231,Vibe Dynamics,Logistics & 3PL,,pro,842,2025-03-01,46,2,3,Rachel S.
c_25068,Slate LLC,education,168,pro,1111,2023-08-08,19,5,0,Carlos R.
c_23492,Ardent Ventures,Software,655,Pro,951,2024-09-27,1,15,0,James T.
c_93770,Trek Co,3pl / warehousing,1479,Pro,714,2024-05-05,4,6,1,Rachel S.
c_50032,Rally Partners,FINANCE,80,starter,211,2024-07-22,31,12,2,Mei L.
c_37300,Union LLC,3PL,,BUSINESS,2911,2025-02-10,41,6,4,Anna P.
c_99807,Vista Partners,SaaS,109,Pro ,931,2024-05-24,7,8,0,Mei L.
c_35415,Spark LLC,HealthTech,29,professional,892,2023-07-15,16,2,1,Sarah K.
c_60732,Acme Ventures,retail,2484,PRO,716,2023-09-12,12,0,5,Anna P.
c_16235,Mesa Works,Software,266,enterprise,2906,2023-07-14,42,5,4,Mei L.
c_38658,Quorum Advisors,education,,starter,390,2024-08-07,6,5,0,
c_79638,Verde Inc,food & beverage,6647,Pro,499,2024-06-08,9,4,1,Mei L.
c_97396,Valor Services,Technology,141,STARTER,331,2024-11-18,4,11,2,Carlos R.
c_72868,Terra Solutions,health tech,417,STARTER,283,2025-02-05,58,11,0,
c_85522,Vector Consulting,software,338,business,2425,2024-12-20,4,2,3,Sophia B.
c_38699,Helix Dynamics,Healthcare,140,pro,1050,2024-07-27,34,6,5,David C.
c_77949,Vault Labs,financial tech,15,Business,3000,2023-07-15,0,6,2,Rachel S.
c_71593,Prime Systems,Tech,,Business,2986,2024-02-14,59,7,0,Sophia B.
c_79694,Ridge Labs,Retail / Ecommerce,22,STARTER,321,2023-11-13,46,0,0,David C.
c_14275,Lumen LLC,FinTech,1461,Starter ,318,2024-12-24,4,10,2,Sarah K.
c_94233,Bright Labs,e-commerce,136,starter,438,2025-03-26,9,3,0,
c_17193,Titan Advisors,medical devices,197,professional,499,2024-07-01,12,2,5,Tom W.
c_59333,Orbit Ventures,health services,311,pro,1270,2023-07-01,57,3,5,Kevin H.
c_95207,Maple Dynamics,Software,94,Starter ,298,2024-10-25,18,1,1,
c_78824,First Technologies,SaaS,403,Starter,356,2023-11-29,16,0,2,Anna P.
c_84514,Ionic LLC,tech / software,188,Business,1797,2023-08-13,8,7,0,Anna P.
c_10386,Terra Co,RETAIL,57,starter,292,2024-11-28,3,9,2,
c_32291,Orbit Technologies,HEALTHCARE,81,STARTER,268,2024-03-23,32,1,0,
c_82472,Mesa Dynamics,FINANCE,11,pro,1504,2024-08-22,21,3,7,Rachel S.
c_67247,Pulse Advisors,Tech,1408,Starter ,276,2025-01-08,30,4,2,
c_12744,Pulse Dynamics,food & beverage,233,Business ,3524,2024-05-09,58,3,3,Rachel S.
c_10519,Verde Solutions,e-commerce,,PRO,1292,2024-09-25,10,9,0,Sophia B.
c_78633,Spark Group,TECH,27,starter,326,2025-03-06,7,9,0,Sarah K.
c_42128,Helix Co,real estate,143,professional,1325,2025-01-22,8,3,0,Rachel S.
c_73450,Slate Dynamics,health services,583,Business ,2299,2023-03-09,2,10,1,Sarah K.
c_87273,Vibe Co,e-commerce,203,pro,1122,2024-09-07,1,14,2,James T.
c_55761,Keystone Labs,TECH,336,starter plan,319,2023-11-20,28,2,2,
c_77223,Atlas Solutions,LOGISTICS,,enterprise,2484,2023-05-22,10,10,3,Mei L.
c_58019,Vista Inc,consulting,117,Pro,1382,2024-04-11,61,6,7,Mei L.
c_31913,Zeal Dynamics,Retail,4964,starter plan,381,2024-09-01,28,3,1,Kevin H.
c_80654,Zeal Partners,HR tech,47,business,2097,2024-03-09,15,2,2,Mei L.
c_11582,Mesa Advisors,online retail,171,Business,499,2023-02-10,26,10,3,Kevin H.
c_79918,Cedar Consulting,Retail / Ecommerce,271,Pro,499,2025-02-27,20,2,2,Sophia B.
c_40243,Helix Inc,logistics/transportation,35,Business ,1732,2023-05-09,55,6,2,Carlos R.
c_76558,Harbor Labs,software,527,PRO,885,2024-10-03,54,3,8,Anna P.
c_44357,Vibe Partners,online retail,352,Business,1207,2023-10-10,14,18,2,Kevin H.
c_88155,Stone LLC,Finance,,business,2458,2023-04-10,3,9,0,Anna P.
c_40952,Edge Dynamics,HEALTHCARE,332,STARTER,256,2024-09-04,56,12,1,
c_62717,Ionic Systems,manufacturing,,Starter ,275,2024-10-20,54,4,0,
c_44161,Delta Group,FINANCE,178,business,3243,2024-08-16,65,2,6,Sophia B.
c_91807,Pulse LLC,manufacturing,,professional,518,2024-08-30,28,5,2,James T.
c_82374,Solar Dynamics,3PL,273,PRO,1468,2024-08-19,22,6,4,Mei L.
c_68870,Lumen Systems,software,66,STARTER,360,2024-11-30,45,2,1,
c_24309,Peak Advisors,food & beverage,36,starter,203,2024-05-08,11,3,0,James T.
c_74443,Pivot Services,Software,498,starter plan,320,2024-03-31,14,9,1,
c_40140,Spark Ventures,B2B Software,,Starter ,323,2024-09-19,3,6,1,
c_96194,Ionic Inc,logistics/transportation,301,starter,171,2024-12-26,35,9,2,Rachel S.
c_41172,Cascade Inc,retail & ecommerce,204,pro,499,2025-01-29,36,7,4,Anna P.
c_82109,Wave Systems,SaaS,34,Business,3130,2023-08-19,73,4,3,Rachel S.
c_71681,Quorum Partners,software development,69,pro,1013,2024-01-21,72,4,8,Kevin H.
c_46209,Peak Partners,HEALTHCARE,528,PRO,499,2024-08-17,34,3,3,Tom W.
c_55111,Vista Services,FinTech,69,Starter ,247,2024-01-24,53,3,1,
c_56488,Echo Solutions,food & beverage,16,Business ,1880,2023-06-05,69,4,4,Kevin H.
c_78266,Kinetic Solutions,logistics/transportation,359,Pro,917,2024-10-15,12,4,2,James T.
c_84647,Vector Labs,Healthcare,217,Pro,985,2024-11-02,52,3,1,Kevin H.
c_70053,Swift Group,wealth management,787,pro,1185,2024-03-29,13,7,3,Tom W.
c_79701,Stratum Ventures,Healthcare,198,STARTER,362,2023-09-30,18,12,2,
c_45191,Topo Co,enterprise software,9,Pro,948,2025-04-01,63,6,5,Rachel S.
c_33102,Terra Services,non-profit,1973,Pro ,1024,2023-12-19,11,17,0,Rachel S.
c_15379,Jade Co,Logistics & 3PL,5669,Pro ,1217,2024-03-19,1,5,1,Carlos R.
c_44053,First Corp,retail,16,STARTER,433,2024-11-06,6,7,0,Sarah K.
c_27614,Titan Systems,HEALTHCARE,800,business,2257,2024-09-07,10,1,0,James T.
c_54004,Titan Group,health services,7988,PRO,367,2025-02-04,23,7,4,David C.
c_35031,Bright Advisors,TECH,92,STARTER,246,2023-11-03,46,9,0,Kevin H.
c_18083,Spark Services,health services,132,Starter,346,2024-08-26,30,0,0,Sarah K.
c_15467,Harbor Ventures,wealth management,,STARTER,179,2024-09-20,26,4,1,
c_80384,Noble Ventures,financial services,17,professional,965,2024-05-02,36,5,8,Kevin H.
c_33578,Vertex Solutions,Tech,205,Business ,3598,2023-12-15,18,1,5,James T.
c_82947,Edge Co,tech / software,186,professional,953,2024-12-16,52,3,1,Tom W.
c_58856,Echo Partners,ecommerce,21,pro,989,2024-09-11,1,5,0,Carlos R.
c_38660,Forge Technologies,FINANCE,718,BUSINESS,2423,2024-03-26,8,17,1,Rachel S.
c_35335,Atlas Labs,SaaS / Tech,1014,Business ,499,2024-10-30,43,7,0,Sophia B.
c_43770,Zenith Labs,non-profit,8,starter plan,333,2024-06-11,29,1,1,Carlos R.
c_98013,Bright Group,B2B Software,,Starter ,353,2024-10-16,47,7,0,
c_57485,Trek Solutions,freight logistics,3749,professional,753,2025-02-20,19,7,5,Carlos R.
c_80496,Core Inc,RETAIL,386,Pro,1219,2024-05-24,9,2,0,Carlos R.
c_99542,Atlas Ventures,legal services,234,BUSINESS,1585,2024-08-22,61,3,7,Carlos R.
c_23029,Stone Solutions,legal services,83,starter,274,2025-05-12,21,3,1,Priya M.
c_10530,Stone Advisors,consulting,192,pro,664,2024-10-24,16,1,4,Carlos R.
c_11244,Terra Technologies,LOGISTICS,,Starter,260,2025-03-13,19,7,0,Sarah K.
c_41119,Vista Dynamics,3PL,24,Pro ,1074,2023-07-21,18,1,4,James T.
c_72418,First LLC,healthcare,260,Starter,231,2024-05-11,14,3,2,
c_13085,Noble Labs,consulting,572,Pro ,906,2024-03-13,5,5,6,Anna P.
c_99322,Acme Consulting,financial tech,267,starter plan,415,2024-07-21,38,3,0,
c_36206,Titan Inc,medical devices,16,PRO,1478,2023-09-13,23,0,1,Mei L.
c_43536,Acme Works,tech / software,71,Starter,348,2024-08-05,40,4,0,
c_63717,Acme Advisors,RETAIL,5596,PRO,1182,2024-11-06,39,5,2,Sophia B.
c_49100,Valor Corp,Tech,193,Pro,1001,2024-08-20,6,4,5,David C.
c_17170,Cascade Group,Tech,9,starter plan,208,2025-01-15,43,3,1,Priya M.
c_89034,Apex Technologies,ecommerce,,professional,663,2025-01-13,37,5,1,Anna P.
c_96454,Blue Technologies,financial tech,91,Pro ,783,2025-02-08,49,2,6,Kevin H.
c_88274,Summit Inc,media,146,pro,826,2025-01-06,29,6,8,Rachel S.
c_16105,Blue LLC,software,793,starter plan,387,2024-01-17,19,0,0,
c_66486,Summit Corp,Healthcare,189,Pro,278,2023-10-28,3,4,1,Carlos R.
c_55383,Ultra Co,HEALTHCARE,122,starter,330,2023-10-26,27,1,1,Priya M.
c_60155,Forge Dynamics,D2C ecommerce,5856,Starter,232,2024-01-28,0,6,1,James T.
c_98392,Apex Ventures,health services,3367,Starter,82,2023-11-23,6,5,0,
c_35949,Zenith Ventures,HealthTech,,PRO,1052,2024-12-13,38,2,3,Kevin H.
c_38064,Vector Co,healthcare,1791,Pro,1101,2023-08-26,5,16,1,James T.
c_91654,Ardent Group,RETAIL,35,Starter ,194,2023-11-28,7,9,2,
c_83505,Keystone Consulting,Retail,478,professional,1072,2024-12-03,34,6,3,Priya M.
c_19429,Harbor Solutions,consulting,,pro,792,2024-08-30,14,2,1,Priya M.
c_89095,River Labs,Healthcare,591,Pro,897,2023-10-21,14,13,0,Mei L.
c_67592,Solar Labs,software,74,enterprise,1804,2024-12-28,23,4,6,Mei L.
c_19414,Zenith Solutions,consulting,240,PRO,639,2025-01-04,63,2,8,James T.
c_47001,First Partners,FINANCE,380,Starter ,289,2025-01-16,52,0,0,
c_55138,Slate Services,retail & ecommerce,36,enterprise,2169,2024-03-11,40,4,3,Sarah K.
c_71391,Delta LLC,D2C ecommerce,96,PRO,1049,2024-07-12,11,0,3,Sarah K.
c_50602,Solid Group,software development,4022,Starter ,190,2024-03-18,35,1,0,
c_46805,Edge Inc,enterprise software,199,Pro,964,2024-08-21,40,1,7,Anna P.
c_68118,Ultra Advisors,ecommerce,8,pro,860,2023-05-31,2,9,1,Priya M.
c_97871,Pivot Advisors,financial services,459,starter plan,327,2024-08-26,33,5,0,James T.
c_90165,Acme Partners,education,724,pro,751,2024-02-14,12,14,0,David C.
c_97654,Verde Advisors,logistics/transportation,442,PRO,795,2023-06-09,18,7,6,Kevin H.
c_89387,Blue Corp,3PL,13,Pro ,542,2024-03-11,49,2,1,David C.
c_88363,Delta Advisors,software,821,professional,962,2025-03-11,15,2,0,Sophia B.
c_90606,Bright Systems,Finance,142,BUSINESS,1409,2024-10-02,69,1,4,James T.
c_57447,Forge Consulting,education,156,pro,892,2024-06-13,13,1,2,Priya M.
c_87320,Nexus Consulting,freight logistics,18,Starter,170,2024-11-11,30,2,0,
c_24772,Core LLC,manufacturing,271,starter plan,242,2024-05-20,36,10,1,
c_17353,Edge Technologies,FinTech,140,professional,921,2024-02-02,3,9,4,Kevin H.
c_53192,Maple Works,Finance,,Starter,197,2024-03-15,50,11,1,
c_22885,Trek Inc,e-commerce,,professional,499,2024-02-20,29,2,3,James T.
c_99169,Echo Co,software,,Pro,1312,2023-10-17,13,4,1,Sophia B.
c_97221,Noble Services,health tech,261,Starter,307,2024-03-08,41,1,1,Mei L.
c_74271,Ardent Technologies,Software,185,Business,499,2024-01-30,34,9,5,Anna P.
c_97129,Pivot Consulting,SaaS,309,PRO,499,2024-08-17,17,0,5,Kevin H.
c_50448,Helix Technologies,enterprise software,919,business,499,2024-04-28,16,2,1,James T.
c_73945,Prime Works,RETAIL,5414,Pro,1009,2024-11-12,66,1,7,Rachel S.
c_95148,Global Ventures,Logistics,27,Pro ,499,2023-06-07,27,8,1,Rachel S.
c_55807,Delta Dynamics,food & beverage,174,Starter,308,2023-11-13,56,3,0,
c_25447,Zeal Corp,ecommerce,2887,Pro ,988,2023-10-17,45,1,3,Kevin H.
c_38984,Nexus Systems,pharma,,Business ,3388,2024-09-11,60,7,0,Priya M.
c_55346,Cedar Technologies,Healthcare,29,PRO,427,2023-12-15,57,4,1,Rachel S.
c_55092,Spark Co,HEALTHCARE,990,starter plan,577,2024-05-27,18,0,2,
c_60715,Zeal Systems,SaaS,168,PRO,988,2024-01-31,54,3,0,Mei L.
c_13805,Spark Systems,logistics / 3pl,964,Business,2255,2023-12-25,59,4,8,James T.
c_45409,Kinetic Dynamics,enterprise software,141,Starter ,346,2024-11-28,28,6,1,Sarah K.
c_11775,Pivot Corp,logistics/transportation,194,Starter,267,2023-11-11,36,3,0,Rachel S.
c_25121,Noble Consulting,3PL,244,Pro ,864,2024-04-07,3,0,3,David C.
c_62739,Helix Solutions,manufacturing,147,enterprise,2087,2024-02-14,36,4,7,Tom W.
c_50195,Global Consulting,supply chain logistics,,pro,1109,2023-11-30,11,0,1,Tom W.
c_29167,Spark Consulting,financial tech,17,business,2935,2024-12-17,44,5,0,Sarah K.
c_35038,Jade Group,fintech,4722,Business ,2478,2023-05-20,1,4,4,Mei L.
c_42856,Lumen Solutions,e-commerce,594,Pro ,983,2023-09-06,5,8,2,Rachel S.
c_60150,Iron Inc,SaaS,111,STARTER,170,2024-04-13,6,4,1,
